rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
6,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The Functions of the Olfactory Parts of the Cerebral Cortex.,C. J. Herrick,Proceedings of the National Academy of Sciences of the United States of America,144,117.78,Positions The Functions of the Olfactory Parts of the Cerebral Cortex. within General Brain Science and Reviews.,high citation signal (144); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1073/PNAS.19.1.7,10.1073/PNAS.19.1.7,35633984b41f92fe8aa9b1bae1ba9b81891c77cd
7,1933,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;machine-learning,A Phylogenetic Consideration of the Optic Tectum.,"G. C. Huber, E. Crosby",Proceedings of the National Academy of Sciences of the United States of America,80,100.5,It is not unusual in the consideration of the optic tectum to regard it as dominated on the afferent side by the optic tract.,high citation signal (80); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1073/PNAS.19.1.15,10.1073/PNAS.19.1.15,35fc43dd82e0046ad22b1b3b5499842021faabf7
8,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The Main Afferent Fiber Systems of the Cerebral Cortex in Primates,L. Post,Unknown venue,78,94.85,Positions The Main Afferent Fiber Systems of the Cerebral Cortex in Primates within General Brain Science and Reviews.,high citation signal (78); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/S0002-9394(33)94401-3,10.1016/S0002-9394(33)94401-3,dad0dbda0231d6644db8dfaf0183cc19e4387433
9,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Morphogenesis of the brain,C. J. Herrick,Unknown venue,73,86.67,Positions Morphogenesis of the brain within General Brain Science and Reviews.,high citation signal (73); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/jmor.1050540202,10.1002/jmor.1050540202,28026a7be3bf276eaa4fd6723305e529577780db
10,1933,General Brain-AI Structure Reviews and Methods,brain-structure,CEREBRAL LOCALIZATION OF EPILEPTIC MANIFESTATIONS,"W. Penfield, Lyle Gage",Unknown venue,72,82.43,Positions CEREBRAL LOCALIZATION OF EPILEPTIC MANIFESTATIONS within General Brain Science and Reviews.,high citation signal (72); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240160009001,10.1001/ARCHNEURPSYC.1933.02240160009001,6f310287d0a94f46afca36417fdce3b6a6d63326
11,1933,General Brain-AI Structure Reviews and Methods,brain-structure,A FORM OF PROGRESSIVE CEREBRAL SCLEROSIS IN INFANTS ASSOCIATED WITH PRIMARY DEGENERATION OF THE INTERFASCICULAR GLIA,J. Greenfield,The Journal of neurology and psychopathology,65,93.61,"Positions A FORM OF PROGRESSIVE CEREBRAL SCLEROSIS IN INFANTS ASSOCIATED WITH PRIMARY DEGENERATION OF THE INTERFASCICULAR GLIA within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (65); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/jnnp.s1-13.52.289,10.1136/jnnp.s1-13.52.289,d0a3610124c54109163a5fa53d72ec690dd3fe12
12,1933,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding,A contribution to the cerebral representation of the retina,S. Poljak,Unknown venue,59,80.1,Positions A contribution to the cerebral representation of the retina within General Brain Science and Reviews.,high citation signal (59); brain-structure signal; brain-to-model interface signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.900570308,10.1002/cne.900570308,3e6170b9b854c328bc85cf6394d094eb493e78b2
13,1933,General Brain-AI Structure Reviews and Methods,brain-structure,CEREBRAL CIRCULATION: XXIV. A. ACTION OF EPINEPHRINE ON PIAL VESSELS; B. ACTION OF PITUITARY AND PITRESSIN ON PIAL VESSELS; C. VASOMOTOR RESPONSE IN THE PIA AND IN THE SKIN,"H. S. Forbes, K. Finley, G. I. Nason",Unknown venue,52,76.67,Positions CEREBRAL CIRCULATION: XXIV. A. ACTION OF EPINEPHRINE ON PIAL VESSELS; B. ACTION OF PITUITARY AND PITRESSIN ON PIAL VESSELS; C. VASOMOTOR RESPONSE IN THE PIA AND IN THE SKIN within General Brain Science and Reviews.,high citation signal (52); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240170009001,10.1001/ARCHNEURPSYC.1933.02240170009001,4b697d24b5e5007027f744e7ae8d77bc0e7770f1
14,1933,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,Benign Encapsulated Tumors in the Lateral Ventricles of the Brain: Diagnosis and Treatment.,W. Dandy,Annals of Surgery,50,84.17,Positions Benign Encapsulated Tumors in the Lateral Ventricles of the Brain: Diagnosis and Treatment. within General Brain Science and Reviews.,high citation signal (50); open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1097/00000658-193311000-00005,10.1097/00000658-193311000-00005,957de109bf739df6135b0db2558e1d2c979e5516
15,1933,General Brain-AI Structure Reviews and Methods,brain-structure,CEREBRAL BLOOD FLOW PRECEDING AND ACCOMPANYING EXPERIMENTAL CONVULSIONS,F. Gibbs,Unknown venue,48,75.25,Positions CEREBRAL BLOOD FLOW PRECEDING AND ACCOMPANYING EXPERIMENTAL CONVULSIONS within General Brain Science and Reviews.,high citation signal (48); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240170055003,10.1001/ARCHNEURPSYC.1933.02240170055003,6bed88dd125a34b7b3ee51f209e1760f0d38d14e
16,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Ezekiel,J. Mcfadyen,"'Arā'is Al-Majālis Fī Qisas Al-Anbiyā' or ""Lives of the Prophets""",48,73.25,religion a mystical thing with no basis of reason and no outcome in practice.,high citation signal (48); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1177/001452463304401008,10.1177/001452463304401008,2475cd20d321b11ba81aff74ce470c8cc3a75c72
17,1933,General Brain-AI Structure Reviews and Methods,brain-structure,KERNIKTERUS: JAUNDICE OF THE NUCLEAR MASSES OF THE BRAIN,"H. M. Zimmerman, H. Yannet",Unknown venue,45,78.12,Positions KERNIKTERUS: JAUNDICE OF THE NUCLEAR MASSES OF THE BRAIN within General Brain Science and Reviews.,high citation signal (45); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHPEDI.1933.01950170052003,10.1001/ARCHPEDI.1933.01950170052003,e98b70b4f7e98e8290a2e002edfc866ce5631b5c
18,1933,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,"LOCALIZATIONS OF THE VIRUS OF POLIOMYELITIS IN THE CENTRAL NERVOUS SYSTEM DURING THE PREPARALYTIC PERIOD, AFTER INTRANASAL INSTILLATION","H. Faber, L. P. Gebhardt",Journal of Experimental Medicine,44,85.92,"1. About 4 days after intranasal instillation, the virus of poliomyelitis establishes its initial focus, within the central nervous system, in the olfactory bulbs.",high citation signal (44); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1084/jem.57.6.933,10.1084/jem.57.6.933,00c97d1b4395f5d7d92a7307fd2be8fc489bb21a
19,1933,General Brain-AI Structure Reviews and Methods,brain-structure;connectome;decoding;neural-signals;clinical-neuroai,The Sign of Babinski. A Study of the Evolution of Cortical Dominance in Primates,J. C. Fox,The Yale Journal of Biology and Medicine,41,90.28,S AND REVIEWS the important contributions by Sharpey-Schafer and Horsley on the symptoms produced by extirpation of various parts of the cerebral hemispheres.,high citation signal (41); open-access PDF metadata; brain-structure signal; brain-to-model interface signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.7326/0003-4819-6-4-588_2,10.7326/0003-4819-6-4-588_2,cba19c52261adfe86d0300105ed4e769782ac202
20,1933,General Brain-AI Structure Reviews and Methods,brain-structure,ELECTRICAL EXCITABILITY AND CYTO-ARCHITECTURE OF THE PREMOTOR CORTEX IN MONKEYS,P. Bucy,Unknown venue,41,78.48,Positions ELECTRICAL EXCITABILITY AND CYTO-ARCHITECTURE OF THE PREMOTOR CORTEX IN MONKEYS within General Brain Science and Reviews.,high citation signal (41); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240180027002,10.1001/ARCHNEURPSYC.1933.02240180027002,a5057d305be13bb3d9ecc088ea03a9388942c336
21,1933,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,PARENCHYMATOUS CORTICAL CEREBELLAR ATROPHY (CHRONIC ATROPHY OF PURKINJE'S CELLS),"H. L. Parker, J. Kernohan",Unknown venue,41,72.48,Positions PARENCHYMATOUS CORTICAL CEREBELLAR ATROPHY (CHRONIC ATROPHY OF PURKINJE'S CELLS) within General Brain Science and Reviews.,high citation signal (41); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1093/BRAIN/56.2.191,10.1093/BRAIN/56.2.191,38d50925c1bcc9273fb77c93141ba0c8258bde55
22,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Preliminary report of a technique for stimulation or destruction of tissues beneath the integument and the establishing of conditioned reactions with faradization of the cerebral cortex.,R. B. Loucks,Unknown venue,40,80.04,Positions Preliminary report of a technique for stimulation or destruction of tissues beneath the integument and the establishing of conditioned reactions with faradization of the cerebral cortex. within General Brain Science and Reviews.,high citation signal (40); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1037/H0073424,10.1037/H0073424,236b5e438a904630a62ce823247674bb0fcb0ecb
23,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The effects of amines on oxidations of the brain.,"J. H. Quastel, A. H. Wheatley",Biochemical Journal,39,78.6,Positions The effects of amines on oxidations of the brain. within General Brain Science and Reviews.,high citation signal (39); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1042/BJ0271609,10.1042/BJ0271609,4add4895782f99c55c90e056426f55b7df6d7acc
24,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The anatomy of the brain of the whale (Balaenoptera sulfurea),Richard B. Wilson,Unknown venue,37,74.68,Positions The anatomy of the brain of the whale (Balaenoptera sulfurea) within General Brain Science and Reviews.,high citation signal (37); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.900580205,10.1002/cne.900580205,ee0160db33932e9f00134b5aa4e40a67d1380e1d
25,1933,General Brain-AI Structure Reviews and Methods,brain-structure,CEREBRAL CIRCULATION: XXIII. INDUCED VARIATIONS IN VOLUME FLOW THROUGH THE BRAIN PERFUSED AT CONSTANT PRESSURE,"J. E. Finesinger, T. J. Putnam",Unknown venue,35,75.7,Positions CEREBRAL CIRCULATION: XXIII. INDUCED VARIATIONS IN VOLUME FLOW THROUGH THE BRAIN PERFUSED AT CONSTANT PRESSURE within General Brain Science and Reviews.,high citation signal (35); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240160087004,10.1001/ARCHNEURPSYC.1933.02240160087004,d20449830cc9c7f26f9d1624ed4800cfde325ab3
26,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The Immunologic Specificity of Brain Tissue,J. Lewis,Journal of Immunology,32,72.14,Suspensions of foreign brain tissue are strongly antigenic when injected into rabbits.,high citation signal (32); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.4049/jimmunol.24.3.193,10.4049/jimmunol.24.3.193,98f3088c1187a33759223ec0ed9e6aaf57a04f73
27,1933,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,COLOR CHANGES IN FUNDULUS AFTER HYPOPHYSECTOMY,S. A. Matthews,Unknown venue,30,68.01,When the hypophysis of a Fundulus is ground up in 0.05 cc.,high citation signal (30); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.2307/1537199,10.2307/1537199,86f0449316254176c70aeb950faab67438c7c5b6
28,1933,General Brain-AI Structure Reviews and Methods,brain-structure,CORTICALIZATION OF FUNCTION AND FUNCTIONAL LOCALIZATION IN THE CEREBRAL CORTEX,J. G. D. D. Barenne,Unknown venue,28,75.81,Positions CORTICALIZATION OF FUNCTION AND FUNCTIONAL LOCALIZATION IN THE CEREBRAL CORTEX within General Brain Science and Reviews.,high citation signal (28); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240160196012,10.1001/ARCHNEURPSYC.1933.02240160196012,14bd3ee478f30d52c025febd4886f5914601d052
29,1933,General Brain-AI Structure Reviews and Methods,brain-structure,CHANGES IN THE BRAIN IN LEGAL ELECTROCUTION,G. B. Hassin,Unknown venue,28,69.81,Positions CHANGES IN THE BRAIN IN LEGAL ELECTROCUTION within General Brain Science and Reviews.,high citation signal (28); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240170098006,10.1001/ARCHNEURPSYC.1933.02240170098006,bfcdf27a36ac4ff6aab217682ad1ded9008572b7
30,1933,General Brain-AI Structure Reviews and Methods,brain-structure,SURGICAL CONSIDERATIONS OF CARCINOMATOUS METASTASES TO THE BRAIN,E. Oldberg,Unknown venue,28,69.81,Positions SURGICAL CONSIDERATIONS OF CARCINOMATOUS METASTASES TO THE BRAIN within General Brain Science and Reviews.,high citation signal (28); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/JAMA.1933.02740440018006,10.1001/JAMA.1933.02740440018006,72e3b99123573872c8d28f49f3c0cf8508e15b13
31,1933,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,Intracranial Suppuration,"Brian Wispelwey, C. J. Arnold",The Indian medical gazette,28,65.01,This chapter looks at intracranial suppuration or brain abscess.,high citation signal (28); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1017/cbo9781139855952.088,10.1017/cbo9781139855952.088,54e45e077228762e108594095f8d44c8eab028bb
32,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The Effect of Irradiation on Normal and Neoplastic Brain Tissue,"B. J. Alpers, H. K. Pancoast",Unknown venue,27,72.18,Positions The Effect of Irradiation on Normal and Neoplastic Brain Tissue within General Brain Science and Reviews.,high citation signal (27); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1158/AJC.1933.7,10.1158/AJC.1933.7,2b67ff597ec414a5cd0e1119f9e65323fd017e19
33,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Cerebral Action Potentials.∗,"R. Gerard, W. H. Marshall, L. Saul",Unknown venue,26,64.53,Positions Cerebral Action Potentials.∗ within General Brain Science and Reviews.,high citation signal (26); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.3181/00379727-30-6817,10.3181/00379727-30-6817,d39a4e2845ecaf60b9b99c50d3833a96a9c1a1f6
34,1933,General Brain-AI Structure Reviews and Methods,brain-structure,RETROBULBAR NEURITIS AND DISEASE OF THE NASAL ACCESSORY SINUSES,W. L. Benedict,Mayo Clinic proceedings,25,63.85,"The function of the optic nerves and optic tracts is to convey the various impulses of light stimuli from the retinas to the cortex of the brain and to carry them uninterruptedly with regard to strength, quality and duration of the stimulus.",high citation signal (25); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHOPHT.1933.00830010917001,10.1001/ARCHOPHT.1933.00830010917001,b144924aaff8f1cf2af29eb22e99fe69bd28185e
35,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Ulceration in Digestive Tract Following Experimental Lesions in Brain-Stem.∗,"A. D. Keller, W. Hare, M. D'amour",Unknown venue,23,66.4,Positions Ulceration in Digestive Tract Following Experimental Lesions in Brain-Stem.∗ within General Brain Science and Reviews.,high citation signal (23); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.3181/00379727-30-6667,10.3181/00379727-30-6667,ad0db8fa2c85ae9979269758359365b1e7c6efac
36,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Observations on the Localization in the Brain-stem of Mechanisms Controlling Body Temperature,A. D. Keller,Unknown venue,22,65.64,Positions Observations on the Localization in the Brain-stem of Mechanisms Controlling Body Temperature within General Brain Science and Reviews.,high citation signal (22); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1097/00000441-193305000-00056,10.1097/00000441-193305000-00056,e92384bb9bfa2f1f380571048b9c4fc24c766c17
37,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Certain Functions of the Midbrain in Pigeons,"G. Popa, F. Popa",Unknown venue,20,67.0,"I.-In 1928, in the course of our investigations on the sympathetic system, we found that electrical and mechanical stimulation of the pigeon's brain revealed some striking peculiarities.",high citation signal (20); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1098/RSPB.1933.0040,10.1098/RSPB.1933.0040,75635ffbf1a63d4b1898aa9ee9d3acb95fed8365
38,1933,General Brain-AI Structure Reviews and Methods,brain-structure,THE OPERATIVE TREATMENT OF SPONTANEOUS INTRACEREBRAL HAEMORRHAGE.,W. Penfield,Canadian Medical Association journal,19,59.12,"Positions THE OPERATIVE TREATMENT OF SPONTANEOUS INTRACEREBRAL HAEMORRHAGE. within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (19); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/7f668cbaff65cad498415a6b263aa04e5abfd8ba,,7f668cbaff65cad498415a6b263aa04e5abfd8ba
39,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The amphibian forebrain. VII. The architectural plan of the brain,C. J. Herrick,Unknown venue,18,62.2,Positions The amphibian forebrain. VII. The architectural plan of the brain within General Brain Science and Reviews.,high citation signal (18); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.900580206,10.1002/cne.900580206,3b5024aeb2fa60f9f39047d4f2e80c55ef58a17e
40,1933,General Brain-AI Structure Reviews and Methods,brain-structure,"Tuberose Sclerosis and Allied Conditions. (Brain, vol. lv, September, 1932.) Critchley, M., and Earl, C. J. C.",G. Fleming,Unknown venue,17,61.23,"Positions Tuberose Sclerosis and Allied Conditions. (Brain, vol. lv, September, 1932.) Critchley, M., and Earl, C. J. C. within General Brain Science and Reviews.",high citation signal (17); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1192/BJP.79.324.215-A,10.1192/BJP.79.324.215-A,d43e26e79a015be83c06dc9b0db5d7000b3f24e9
41,1933,Clinical NeuroAI and Brain Disorders,brain-structure,MULTIPLE INTRACRANIAL TUMORS IN CHILDREN: SUPRASELLAR ADAMANTINOMA ASSOCIATED WITH CEREBRAL GLIOMA,"P. C. Carson, C. Hellwig",Unknown venue,17,57.23,"Positions MULTIPLE INTRACRANIAL TUMORS IN CHILDREN: SUPRASELLAR ADAMANTINOMA ASSOCIATED WITH CEREBRAL GLIOMA within Brain Development, Plasticity, and Connectomics.",high citation signal (17); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHPEDI.1933.01960010129013,10.1001/ARCHPEDI.1933.01960010129013,92d4c867c4712a54e7944ca767b1cd82ddfa724e
42,1933,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,LAMINAR DESTRUCTION OF THE NERVE CELLS OF THE CEREBRAL CORTEX.,J. G. D. de Barenne,Unknown venue,16,64.2,Positions LAMINAR DESTRUCTION OF THE NERVE CELLS OF THE CEREBRAL CORTEX. within General Brain Science and Reviews.,high citation signal (16); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1126/SCIENCE.77.2005.546,10.1126/SCIENCE.77.2005.546,d51056ace4cd6ef55882142cea4e0a5995ad258d
43,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Studies in avian carbohydrate metabolism: Further studies upon the action of catatorulin in brain.,"R. Peters, H. Sinclair",Biochemical Journal,16,63.2,"Positions Studies in avian carbohydrate metabolism: Further studies upon the action of catatorulin in brain. within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (16); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1042/BJ0271910,10.1042/BJ0271910,006037909142b3767e80fd83c4416eb5f28d8156
44,1933,General Brain-AI Structure Reviews and Methods,brain-structure,"THE ADMINISTRATION OF DRUGS INTO THE CEREBRAL VENTRICLES OF MONKEYS: PITUITRIN, CERTAIN PITUITARY FRACTIONS, PITRESSIN, PITOCIN, HISTAMINE, ACETYL CHOLINE, AND PILOCARPINE","R. Light, S. M. Bysshe",Journal of Pharmacology and Experimental Therapeutics,16,60.2,It was suggested by Professor J. J. Abel in personal correspondence with Dr.,high citation signal (16); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0022-3565(25)08022-x,10.1016/s0022-3565(25)08022-x,f63ae68fd0740222fcf0479663a08b81fd5f0c78
45,1933,General Brain-AI Structure Reviews and Methods,brain-structure,CEREBRAL BIRTH CONDITIONS WITH SPECIAL REFERENCE TO THE FACTOR OF HEMORRHAGE,"C. A. Patten, B. J. Alpers",Unknown venue,16,56.2,"Positions CEREBRAL BIRTH CONDITIONS WITH SPECIAL REFERENCE TO THE FACTOR OF HEMORRHAGE within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (16); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1176/AJP.89.4.751,10.1176/AJP.89.4.751,81aff82ea9be61a0770709b1df0095b5e9a3da4a
